year,period,periodName,cpi,area,area_code,date
2006,11,November,210.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-11-01
2006,9,September,211.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-09-01
2006,7,July,211.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-07-01
2006,5,May,209.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-05-01
2006,3,March,206.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-03-01
2006,1,January,205.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2006-01-01
2005,11,November,204.3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-11-01
2005,9,September,205.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-09-01
2005,7,July,202.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-07-01
2005,5,May,201.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-05-01
2005,3,March,200.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-03-01
2005,1,January,198.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2005-01-01
2004,11,November,197.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-11-01
2004,9,September,196.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-09-01
2004,7,July,195.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-07-01
2004,5,May,194.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-05-01
2004,3,March,192.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-03-01
2004,1,January,190.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2004-01-01
2003,11,November,190.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-11-01
2003,9,September,190.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-09-01
2003,7,July,190.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-07-01
2003,5,May,188.7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-05-01
2003,3,March,188.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-03-01
2003,1,January,186.3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2003-01-01
2002,11,November,185.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-11-01
2002,9,September,185.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-09-01
2002,7,July,184.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-07-01
2002,5,May,183.6,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-05-01
2002,3,March,181.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-03-01
2002,1,January,180,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2002-01-01
2001,11,November,179.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-11-01
2001,9,September,180.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-09-01
2001,7,July,179.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-07-01
2001,5,May,178,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-05-01
2001,3,March,177.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-03-01
2001,1,January,175.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2001-01-01
2000,11,November,175.3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-11-01
2000,9,September,175,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-09-01
2000,7,July,174.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-07-01
2000,5,May,172.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-05-01
2000,3,March,173.2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-03-01
2000,1,January,169.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,2000-01-01
1999,11,November,169.1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-11-01
1999,9,September,169.8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-09-01
1999,7,July,168.3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-07-01
1999,5,May,167,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-05-01
1999,3,March,165.9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-03-01
1999,1,January,165.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV",S35A,1999-01-01
